# Final energies generated by paramfit for bm3.prmtop
# Num	Amber+K		Quantum		Initial Amber+K
119	-351428.56680	-351438.78853	-351337.65596
120	-351428.68741	-351438.96798	-351337.50200
121	-351428.82647	-351439.16619	-351337.33036
122	-351429.00109	-351439.41084	-351337.12545
123	-351429.12237	-351439.57325	-351336.99452
124	-351429.29097	-351439.80248	-351336.80426
125	-351429.38124	-351439.92187	-351336.71098
126	-351429.53979	-351440.14317	-351336.52331
127	-351429.64099	-351440.29359	-351336.39107
128	-351429.80021	-351440.49924	-351336.22498
129	-351429.94525	-351440.70166	-351336.05107
130	-351430.04640	-351440.83561	-351335.94093
131	-351430.14441	-351440.98729	-351335.79614
132	-351430.21332	-351441.08636	-351335.71077
133	-351430.34324	-351441.26838	-351335.55153
134	-351430.42491	-351441.39150	-351335.43913
135	-351430.56242	-351441.55913	-351335.30712
136	-351430.67882	-351441.72359	-351335.16031
137	-351430.76049	-351441.83196	-351335.06833
138	-351430.87104	-351441.98384	-351334.93351
139	-351430.92480	-351442.06259	-351334.86256
140	-351430.99095	-351442.17923	-351334.73932
141	-351431.05323	-351442.27716	-351334.64477
142	-351431.15516	-351442.40999	-351334.52977
143	-351431.24294	-351442.53913	-351334.40742
144	-351431.30513	-351442.62370	-351334.33185
145	-351431.39382	-351442.74111	-351334.22740
146	-351431.43314	-351442.80183	-351334.16901
147	-351431.50485	-351442.91222	-351334.05932
148	-351431.55611	-351442.98414	-351333.99222
149	-351431.61935	-351443.08496	-351333.88888
150	-351431.65124	-351443.16206	-351333.79228
151	-351431.69396	-351443.22451	-351333.73142
152	-351431.74702	-351443.31024	-351333.64080
153	-351431.77210	-351443.35442	-351333.59368
154	-351431.82190	-351443.43306	-351333.51160
155	-351431.85368	-351443.48376	-351333.45832
156	-351431.88829	-351443.55377	-351333.37493
157	-351431.91785	-351443.61858	-351333.29483
158	-351431.94302	-351443.65908	-351333.25082
159	-351431.96411	-351443.71539	-351333.17601
160	-351431.95517	-351443.73311	-351333.13731
161	-351431.96962	-351443.78275	-351333.06665
162	-351431.98193	-351443.81373	-351333.02568
163	-351431.98791	-351443.85513	-351332.96005
164	-351431.99549	-351443.89152	-351332.90416
165	-351432.00115	-351443.91339	-351332.87136
166	-351431.99361	-351443.94209	-351332.81329
167	-351431.98910	-351443.95535	-351332.78571
168	-351431.97397	-351443.97697	-351332.73185
169	-351431.95423	-351443.98591	-351332.69583
170	-351431.93156	-351444.00079	-351332.64586
171	-351431.90386	-351444.01121	-351332.59844
172	-351431.88985	-351444.01554	-351332.57557
173	-351431.86044	-351444.01876	-351332.53889
174	-351431.84151	-351444.01858	-351332.51928
175	-351431.79774	-351444.01513	-351332.47963
176	-351431.77044	-351444.01034	-351332.45936
177	-351431.71821	-351443.99984	-351332.42354
178	-351431.66093	-351443.98521	-351332.38994
179	-351431.62270	-351443.97693	-351332.36564
180	-351431.56571	-351443.95988	-351332.33680
181	-351431.52472	-351443.94396	-351332.32246
182	-351431.45233	-351443.91731	-351332.29515
183	-351431.41207	-351443.89674	-351332.28977
184	-351431.33120	-351443.86356	-351332.26577
185	-351431.24528	-351443.82656	-351332.24368
186	-351431.19182	-351443.79994	-351332.23684
187	-351431.11024	-351443.76329	-351332.21815
188	-351431.05184	-351443.74148	-351332.19836
189	-351430.95081	-351443.69335	-351332.18166
190	-351430.88457	-351443.65845	-351332.17670
191	-351430.77506	-351443.60428	-351332.16283
192	-351430.66052	-351443.54659	-351332.15057
193	-351430.59401	-351443.50623	-351332.15649
194	-351430.48883	-351443.45231	-351332.14615
195	-351430.40823	-351443.40740	-351332.14571
196	-351430.27762	-351443.33875	-351332.13833
197	-351430.19124	-351443.28999	-351332.13954
198	-351430.06276	-351443.23096	-351332.11871
199	-351429.91958	-351443.15412	-351332.11474
200	-351429.82694	-351443.10106	-351332.11930
201	-351429.69837	-351443.03140	-351332.11597
202	-351429.60468	-351442.97372	-351332.12730
203	-351429.44544	-351442.88674	-351332.12737
204	-351429.33958	-351442.82562	-351332.13353
205	-351429.17187	-351442.73349	-351332.13554
206	-351428.99911	-351442.63835	-351332.13865
207	-351428.88653	-351442.57356	-351332.14745
208	-351428.75167	-351442.50859	-351332.13240
209	-351428.63213	-351442.43937	-351332.14148
210	-351428.44425	-351442.33545	-351332.14763
211	-351428.31893	-351442.26293	-351332.15781
212	-351428.12890	-351442.15407	-351332.17200
213	-351427.92750	-351442.04262	-351332.18056
214	-351427.79542	-351441.96716	-351332.19260
215	-351427.61866	-351441.86822	-351332.20017
216	-351427.47898	-351441.78781	-351332.21275
217	-351427.28676	-351441.69216	-351332.20455
218	-351427.14197	-351441.60910	-351332.21786
219	-351426.91698	-351441.48516	-351332.22996
220	-351426.68919	-351441.36082	-351332.24278
221	-351426.53519	-351441.27310	-351332.25724
222	-351426.34128	-351441.16159	-351332.27490
223	-351426.18213	-351441.07126	-351332.29000
224	-351425.93604	-351440.93680	-351332.30460
225	-351425.77110	-351440.84368	-351332.32029
226	-351425.51655	-351440.70520	-351332.33571
227	-351425.29224	-351440.59549	-351332.33086
228	-351425.11878	-351440.49844	-351332.34724
229	-351424.89502	-351440.37549	-351332.36116
230	-351424.71641	-351440.27604	-351332.37799
231	-351424.44787	-351440.12811	-351332.40140
232	-351424.26347	-351440.02608	-351332.41859
233	-351423.98027	-351439.87471	-351332.43603
234	-351423.69443	-351439.72425	-351332.45305
235	-351423.50082	-351439.61831	-351332.47065
236	-351423.29233	-351439.51592	-351332.46542
237	-351423.09425	-351439.40809	-351332.48323
238	-351422.79088	-351439.24829	-351332.50144
239	-351422.58701	-351439.13810	-351332.51940
240	-351422.27518	-351438.97492	-351332.53779
241	-351421.96681	-351438.81279	-351332.56173
242	-351421.75373	-351438.69901	-351332.57977
243	-351421.48178	-351438.55486	-351332.59650
244	-351421.26355	-351438.43906	-351332.61460
245	-351420.93061	-351438.26777	-351332.63308
246	-351420.75405	-351438.18508	-351332.62971
247	-351420.41358	-351438.01108	-351332.64805
248	-351420.07023	-351437.83864	-351332.66510
249	-351419.89544	-351437.74333	-351332.68157
250	-351419.54840	-351437.56443	-351332.70609
251	-351419.31071	-351437.44163	-351332.72377
252	-351418.94912	-351437.26023	-351332.74151
253	-351418.70564	-351437.13546	-351332.75896
254	-351418.33559	-351436.95123	-351332.77631
255	-351417.96286	-351436.76931	-351332.79180
256	-351417.82807	-351436.70643	-351332.78678
257	-351417.44632	-351436.51845	-351332.80345
258	-351417.18916	-351436.38927	-351332.82013
259	-351416.79894	-351436.19865	-351332.83622
260	-351416.54200	-351436.06719	-351332.85898
261	-351416.14331	-351435.87398	-351332.87444
262	-351415.74191	-351435.68348	-351332.88762
263	-351415.53753	-351435.57753	-351332.90335
264	-351415.12621	-351435.38060	-351332.91774
265	-351414.91098	-351435.28601	-351332.91170
266	-351414.49212	-351435.08698	-351332.92534
267	-351414.20970	-351434.95035	-351332.93985
268	-351413.78237	-351434.74899	-351332.95261
269	-351413.48835	-351434.60938	-351332.96207
270	-351413.13947	-351434.43979	-351332.98388
271	-351412.69950	-351434.23502	-351332.99524
272	-351412.40273	-351434.09453	-351333.00814
273	-351411.95429	-351433.88759	-351333.01846
274	-351411.65173	-351433.74562	-351333.03064
275	-351411.26475	-351433.57961	-351333.01942
276	-351410.95130	-351433.43497	-351333.02656
277	-351410.57281	-351433.25993	-351333.03887
278	-351410.10420	-351433.04807	-351333.04646
279	-351409.79386	-351432.90214	-351333.06330
280	-351409.31677	-351432.68831	-351333.06965
281	-351408.99475	-351432.54170	-351333.07906
282	-351408.50920	-351432.32596	-351333.08410
283	-351408.17596	-351432.17706	-351333.08817
284	-351407.84940	-351432.04075	-351333.07738
285	-351407.35214	-351431.82248	-351333.08052
286	-351407.01644	-351431.67290	-351333.08771
287	-351406.51072	-351431.45286	-351333.08941
288	-351406.16923	-351431.30207	-351333.09560
289	-351405.66315	-351431.08467	-351333.09955
290	-351405.31587	-351430.93273	-351333.10468
291	-351404.88129	-351430.74039	-351333.10802
292	-351404.35446	-351430.51611	-351333.10593
293	-351403.99861	-351430.36247	-351333.10951
294	-351403.54784	-351430.18339	-351333.08731
295	-351403.18688	-351430.02883	-351333.08988
296	-351402.64612	-351429.80673	-351333.08162
297	-351402.27938	-351429.65114	-351333.08301
298	-351401.82717	-351429.45351	-351333.08867
299	-351401.27169	-351429.22405	-351333.08089
